Return_ID,Order_ID,Return_Date,Return_Reason,Return_Status,Refund_Method,Refund_Amount
901224,701610,2024-08-19,Damaged,requested,original payment,7427.09
901225,707608,2025-10-17,Duplicate Order,Rejected,Store Credit,5734.81
901226,709860,2024-11-13,Duplicate Order,Completed,Store Credit,20122.44
901227,708356,2024-07-08,Size Issue,Completed,Store Credit,1892.11
901228,711663,2025-03-07,Changed Mind,Rejected,Original Payment,2836.54
901229,716896,2024-07-04,Late Delivery,approved,,6292.95
901230,705536,2025-08-02,size issue,approved,UPI,0.0
901231,717994,2025-07-11,Not as Expected,Completed,Store Credit,2676.15
901232,714517,2024-05-23,damaged,Requested,UPI,836.77
901233,710652,2024-08-30,Quality Issue,Rejected,UPI,3511.17
901234,703176,2025-02-02,,,Original Payment,4866.94
901235,718819,2024-03-02,size issue,Requested,Store Credit,4023.68
901236,710196,2024-12-02,Size Issue,requested,Store Credit,625.46
901237,717336,2024-09-27,Duplicate Order,Requested,Original Payment,2979.83
901238,707062,2025-10-11,Late Delivery,Approved,,7347.59
901239,701296,2025-03-08,Wrong Item,approved,UPI,2598.05
901240,716747,2024-09-04,size issue,approved,Store Credit,7230.77
901241,703620,2024-09-04,Not as Expected,requested,original payment,5855.3
901242,701601,2025-05-30,Changed Mind,Requested,original payment,4195.68
901243,704593,2024-11-17,Size Issue,Requested,Store Credit,1188.05
901244,700234,2024-02-09,damaged,approved,Store Credit,6723.29
901245,704941,2025-12-18,Not as Expected,approved,original payment,2002.06
901246,705942,2025-08-27,Damaged,Rejected,,1581.15
901247,707243,2026-01-02,Changed Mind,approved,Store Credit,5490.47
901248,705749,2025-04-02,size issue,Completed,Store Credit,10398.22
901249,702218,2025-01-19,Wrong Item,Rejected,UPI,547.65
901250,704104,2024-09-13,Duplicate Order,Completed,Bank Transfer,15940.03
901251,707047,2025-09-20,Damaged,Approved,Store Credit,1949.62
901252,708135,2024-04-02,Size Issue,Approved,UPI,740.44
901253,719038,2024-05-11,Quality Issue,approved,UPI,4729.85
901254,707216,2026-01-04,damaged,Rejected,UPI,4284.34
901255,711281,2025-10-05,Damaged,,Store Credit,13728.1
901256,709642,2025-09-28,damaged,requested,original payment,957.57
901257,709557,2024-12-28,,Completed,Original Payment,8235.34
901258,718115,2024-11-09,Not as Expected,Requested,original payment,6815.85
901259,705103,2024-05-14,Changed Mind,,Original Payment,1963.65
901260,703950,2024-09-23,Not as Expected,Approved,Original Payment,9365.0
901261,719201,2025-11-06,Duplicate Order,Rejected,Store Credit,701.41
901262,705878,2025-01-07,Size Issue,approved,Bank Transfer,3479.96
901263,703925,2024-10-30,Late Delivery,Rejected,,17096.3
901264,718698,2025-08-10,Wrong Item,Approved,Store Credit,5490.39
901265,711722,2025-07-03,Damaged,,Store Credit,4672.91
901266,710615,2025-10-23,Late Delivery,,original payment,943.82
901267,709961,2025-05-21,,requested,Bank Transfer,2186.22
901268,702976,2025-01-25,Damaged,,Bank Transfer,24801.77
901269,712395,2025-05-26,Not as Expected,,Original Payment,1120.1
901270,706823,2024-03-27,damaged,,Store Credit,397.03
901271,708004,2025-08-30,Late Delivery,Completed,Original Payment,600.91
901272,715037,2024-12-19,Wrong Item,Completed,UPI,9193.88
901273,708787,2024-10-05,Size Issue,Requested,,5833.85
901274,719834,2024-06-16,Size Issue,requested,original payment,493.84
901275,702069,2025-11-22,,approved,,0.0
901276,717198,2024-06-28,Changed Mind,Completed,Bank Transfer,4887.22
901277,705431,2024-03-21,Changed Mind,Completed,original payment,4092.35
901278,706155,2024-03-21,,Requested,,4480.05
901279,716800,2025-05-01,Not as Expected,Rejected,,3663.69
901280,711078,2025-09-25,Wrong Item,Rejected,Bank Transfer,9340.18
901281,705212,2024-11-29,Wrong Item,Rejected,UPI,12631.7
901282,705093,2024-05-24,,requested,original payment,2789.43
901283,719145,2025-06-03,Late Delivery,Rejected,Bank Transfer,7544.87
901284,708388,2024-07-14,Damaged,Completed,original payment,19137.3
901285,714404,2025-10-28,,Completed,UPI,4037563.87
901286,701198,2024-05-24,Wrong Item,Completed,original payment,637.64
901287,711017,2024-10-09,,Requested,original payment,14801.62
901288,713935,2024-08-30,Size Issue,requested,UPI,3764850.06
901289,713000,2025-04-17,size issue,Rejected,Original Payment,2841616.99
901290,717688,2025-09-07,Damaged,,original payment,1038.89
901291,709650,2025-12-11,Not as Expected,Approved,Original Payment,49611.15
901292,717915,2025-11-29,Duplicate Order,approved,UPI,2146.28
901293,701688,2025-02-05,Wrong Item,approved,original payment,1911361.27
901294,714841,2024-10-29,size issue,approved,Store Credit,1680.18
901295,710982,2025-07-16,Not as Expected,requested,,893.21
901296,703326,2025-01-22,Wrong Item,Requested,,3767.76
901297,717787,2025-09-08,Late Delivery,,Store Credit,9678.63
901298,710177,2025-09-14,Late Delivery,Completed,Bank Transfer,16603.77
901299,704148,2025-02-02,Changed Mind,Requested,Original Payment,687.72
901300,701469,2025-06-23,Damaged,approved,Store Credit,4566.43
901301,709764,2025-10-25,Late Delivery,approved,UPI,24460.5
901302,718592,2024-04-01,damaged,Rejected,Store Credit,11947.55
901303,701942,2024-06-22,damaged,approved,,1671.54
901304,714003,2024-08-16,Duplicate Order,approved,Bank Transfer,1128.61
901305,701144,2025-05-29,Duplicate Order,Requested,Original Payment,1838.85
901306,709952,2025-04-19,Wrong Item,requested,Store Credit,3964.27
901307,704611,2025-08-23,Duplicate Order,Completed,,14147.11
901308,710524,2025-01-07,Wrong Item,Completed,Bank Transfer,10453.28
901309,714663,2024-07-10,Quality Issue,,Original Payment,2849.82
901310,714102,2025-07-01,Wrong Item,requested,Store Credit,10059.06
901311,703068,2025-07-13,Not as Expected,Approved,,3994.44
901312,708960,2024-03-01,Wrong Item,,UPI,43307.86
901313,719684,2025-04-23,Damaged,Approved,Store Credit,10475.86
901314,710479,2024-08-01,damaged,,,1343.62
901315,704156,2024-12-04,Size Issue,approved,,1255.14
901316,705674,2025-01-04,Size Issue,Rejected,Bank Transfer,1783.79
901317,714072,2025-12-11,Not as Expected,approved,Bank Transfer,1678.65
901318,701088,2025-12-20,,Requested,Bank Transfer,0.0
901319,710288,2025-01-26,Size Issue,requested,Original Payment,4623.16
901320,718070,2024-08-30,Not as Expected,Rejected,Original Payment,2732.6
901321,709394,2025-11-20,Late Delivery,Rejected,Store Credit,3711.51
901322,718862,2024-07-21,Late Delivery,Requested,original payment,5085.0
901323,713973,2025-04-27,Not as Expected,Requested,UPI,909.25
901324,700983,2025-08-23,size issue,Approved,Bank Transfer,1573.91
901325,703568,2025-08-16,Changed Mind,Completed,Store Credit,3085.66
901326,715092,2024-07-04,Duplicate Order,Approved,Store Credit,403.62
901327,705958,2024-11-26,Damaged,Completed,UPI,10158.35
901328,708340,2024-12-02,damaged,Rejected,Store Credit,9016.83
901329,717120,2024-03-20,damaged,Completed,,9207.7
901330,707680,2024-05-27,Size Issue,,Bank Transfer,3844.93
901331,704395,2025-09-22,Damaged,requested,UPI,18938.73
901332,718318,2024-10-09,Wrong Item,Rejected,,1979.95
901333,706652,2025-10-26,size issue,Rejected,Bank Transfer,9660.89
901334,715571,2025-05-24,damaged,Requested,Original Payment,1392.72
901335,702291,2025-01-01,size issue,Approved,original payment,1419.72
901336,706774,2025-02-25,Wrong Item,,UPI,1100.08
901337,712547,2025-01-25,Duplicate Order,requested,Original Payment,3595.95
901338,700134,2025-12-16,Changed Mind,Completed,original payment,1111.08
901339,704887,2024-06-11,damaged,requested,,4420.54
901340,717709,2025-07-13,Damaged,Completed,Bank Transfer,1387.15
901341,700393,2024-09-07,Late Delivery,Approved,UPI,10588.76
901342,703360,2025-09-16,Quality Issue,Requested,Bank Transfer,9426.37
901343,703907,2024-10-14,damaged,Rejected,Original Payment,8637.32
901344,716007,2024-11-26,Late Delivery,approved,UPI,419.96
901345,716409,2024-12-01,size issue,Completed,UPI,8163.11
901346,716515,2025-01-08,Wrong Item,,Bank Transfer,1884.79
901347,716362,2025-10-04,Quality Issue,requested,Original Payment,742.97
901348,715755,2024-05-12,Size Issue,,Original Payment,8759.19
901349,711411,2024-11-06,Late Delivery,approved,original payment,11108.65
901350,706888,2024-06-10,Duplicate Order,Approved,Original Payment,1101.14
901351,701438,2024-12-31,Late Delivery,approved,original payment,35826.87
901352,707181,2024-11-02,size issue,Rejected,Store Credit,2918.99
901353,711832,2025-11-22,Damaged,Rejected,Store Credit,2061.99
901354,700676,2025-08-01,Quality Issue,Rejected,original payment,8663.54
901355,702904,2024-02-06,Not as Expected,requested,Original Payment,329.71
901356,701278,2025-08-31,Not as Expected,Rejected,Original Payment,800.08
901357,705695,2025-07-26,Not as Expected,Completed,Original Payment,2767.26
901358,705420,2024-02-04,Late Delivery,Completed,Bank Transfer,1584.99
901359,705347,2026-01-07,damaged,,,0.0
901360,712157,2024-05-04,damaged,approved,Store Credit,2149.25
901361,701491,2025-03-03,Wrong Item,approved,,5309.31
901362,712798,2025-09-21,Quality Issue,Approved,Store Credit,2473772.11
901363,707158,2025-03-11,Quality Issue,Requested,UPI,623.32
901364,711948,2025-06-27,Not as Expected,Requested,original payment,2758.61
901365,718595,2025-03-13,,Approved,,417.37
901366,718163,2025-09-30,Not as Expected,,original payment,28042.01
901367,714925,2025-03-05,damaged,Completed,original payment,2010.73
901368,715569,2024-05-07,Not as Expected,Rejected,Original Payment,2130.69
901369,704009,2025-01-24,damaged,Rejected,,41461.03
901370,715077,2024-10-22,Damaged,approved,original payment,2050.57
901371,711040,2024-07-31,Changed Mind,approved,Original Payment,23303.44
901372,715822,2024-12-06,damaged,,Bank Transfer,293.94
901373,715994,2025-02-07,damaged,approved,UPI,3223.2
901374,708605,2024-10-21,damaged,Rejected,Store Credit,11722.04
901375,713580,2024-01-17,Duplicate Order,Approved,,2746.38
901376,704702,2025-11-12,Damaged,Approved,Original Payment,7512.87
901377,717889,2024-02-12,Wrong Item,requested,UPI,1501.94
901378,700421,2025-05-04,Late Delivery,approved,Store Credit,1830.64
901379,701871,2026-01-17,Not as Expected,Requested,Original Payment,17013.5
901380,702043,2024-02-18,Late Delivery,,Bank Transfer,674.72
901381,703872,2025-03-09,,Requested,,5203.55
901382,718550,2025-06-21,Size Issue,requested,Store Credit,4928.16
901383,710746,2024-08-04,Late Delivery,Requested,Store Credit,1735.1
901384,719695,2025-11-29,damaged,requested,UPI,285.27
901385,717583,2025-01-29,Size Issue,approved,original payment,7021.27
901386,713035,2024-12-18,,Approved,Original Payment,11707.91
901387,711849,2024-01-06,Late Delivery,,Store Credit,5423.36
901388,712565,2025-10-21,Changed Mind,Completed,,3378.01
901389,703607,2025-07-08,Not as Expected,approved,UPI,1602.69
901390,711034,2024-04-14,Changed Mind,Approved,UPI,3948.22
901391,713718,2025-05-20,Not as Expected,Approved,,3387949.24
901392,716439,2025-12-03,Changed Mind,Rejected,original payment,5063.07
901393,708844,2024-06-07,Size Issue,Approved,,12507.75
901394,717661,2024-11-24,Duplicate Order,Completed,UPI,20150.68
901395,701452,2025-12-20,Quality Issue,Requested,UPI,15337.83
901396,715147,2026-01-03,Not as Expected,Approved,Original Payment,924.01
901397,713920,2024-08-21,Late Delivery,Completed,UPI,882.06
901398,710316,2024-06-11,Late Delivery,Rejected,UPI,0.0
901399,700844,2025-03-04,Quality Issue,Completed,Store Credit,709.81
901400,717163,2024-03-19,,Rejected,Original Payment,2302.63
901401,713076,2025-02-18,damaged,Approved,Original Payment,1022.01
901402,708396,2025-11-17,Late Delivery,requested,original payment,2238.57
901403,705321,2025-03-08,Size Issue,Rejected,,8425.53
901404,709726,2026-01-03,size issue,Approved,Store Credit,5627.95
901405,707298,2024-06-28,Wrong Item,approved,original payment,6205.82
901406,715668,2024-08-19,Late Delivery,,Bank Transfer,7559.12
901407,705737,2024-12-24,Not as Expected,Requested,original payment,2744.43
901408,704332,2025-05-30,Not as Expected,Completed,Original Payment,18628.43
901409,709354,2024-01-26,Not as Expected,Requested,Original Payment,2268.29
901410,706800,2025-10-23,,Completed,Bank Transfer,274.72
901411,701673,2025-10-19,Damaged,Requested,Bank Transfer,2408.95
901412,704376,2024-06-23,size issue,approved,original payment,9266.97
901413,707661,2024-04-20,Not as Expected,requested,,20154.18
901414,712494,2024-04-27,size issue,Requested,Store Credit,1323.78
901415,717388,2025-05-14,Duplicate Order,,original payment,4411.39
901416,712368,2025-01-07,damaged,Rejected,UPI,11789.58
901417,705206,2024-06-13,size issue,Requested,UPI,789.55
901418,717385,2025-11-07,Wrong Item,requested,Original Payment,5678.08
901419,719232,2025-09-09,Duplicate Order,Requested,UPI,466.2
901420,709656,2024-07-24,Wrong Item,Approved,Original Payment,2382.12
901421,701030,2025-01-21,Wrong Item,,,973.16
901422,706004,2025-03-26,Duplicate Order,,Bank Transfer,1263.07
901423,710168,2025-02-13,Duplicate Order,Requested,,5264.35
901424,712796,2025-11-01,damaged,requested,Original Payment,9149.39
901425,701576,2024-09-21,Size Issue,requested,Store Credit,5392.43
901426,704731,2025-07-31,Not as Expected,Approved,,6313.63
901427,700367,2025-12-25,Changed Mind,requested,Original Payment,5292.55
901428,707172,2024-09-02,Changed Mind,Requested,Bank Transfer,1638.86
901429,715889,2024-08-23,Changed Mind,Rejected,UPI,5171.48
901430,719129,2024-09-11,Wrong Item,Rejected,original payment,0.0
901431,709204,2024-05-20,size issue,approved,,24040.75
901432,706039,2025-03-12,Quality Issue,approved,Original Payment,5664.52
901433,710562,2024-04-06,Damaged,Requested,Original Payment,6432.5
901434,711227,2024-10-05,Wrong Item,,Store Credit,4433.05
901435,701534,2024-10-03,Not as Expected,Rejected,UPI,7777.76
901436,715268,2024-07-08,Late Delivery,Completed,UPI,1296.08
901437,703445,2024-07-06,Quality Issue,approved,,5764.21
901438,709743,2025-05-21,,Completed,,4494.97
901439,706220,2025-12-14,Size Issue,Rejected,Original Payment,1950.67
901440,713420,2025-02-11,,Requested,Store Credit,1711.69
901441,710384,2025-02-27,Changed Mind,,original payment,987.98
901442,710867,2024-03-17,Quality Issue,Rejected,Store Credit,1669.23
901443,719202,2025-11-30,Late Delivery,Requested,Store Credit,7268.57
901444,709647,2025-05-24,Quality Issue,Rejected,,14591.21
901445,710979,2024-10-12,Damaged,Rejected,UPI,39032.92
901446,706850,2025-08-04,size issue,Completed,UPI,772.79
901447,703082,2024-09-28,Not as Expected,Completed,Original Payment,6439.18
901448,708259,2025-11-26,,approved,Original Payment,4678.54
901449,700458,2025-03-20,Changed Mind,Completed,original payment,75369.48
901450,719720,2024-05-25,Size Issue,Approved,Original Payment,1483.59
901451,718900,2025-07-11,size issue,approved,Bank Transfer,12559.03
901452,704677,2025-12-02,Duplicate Order,Requested,Bank Transfer,8759.41
901453,710029,2025-12-07,Changed Mind,Approved,Original Payment,2996.87
901454,707043,2025-01-08,Late Delivery,Approved,UPI,1540.21
901455,714098,2026-01-24,Not as Expected,Approved,Store Credit,6974.08
901456,706439,2025-11-16,size issue,Approved,Bank Transfer,783.15
901457,703589,2025-11-24,Duplicate Order,Rejected,UPI,0.0
901458,704828,2024-12-09,Wrong Item,,Original Payment,2821.96
901459,718241,2024-08-22,Quality Issue,Approved,Bank Transfer,652.64
901460,700833,2026-01-06,size issue,Requested,Bank Transfer,730.95
901461,714302,2024-05-30,,Completed,Bank Transfer,4927.59
901462,700517,2025-01-28,Damaged,requested,,2091.06
901463,711853,2024-03-18,size issue,Completed,Original Payment,6263.0
901464,713322,2024-09-11,Duplicate Order,Completed,Bank Transfer,575.3
901465,700218,2024-11-04,Damaged,approved,original payment,13658.37
901466,706036,2024-08-18,Damaged,approved,,838.65
901467,713628,2024-08-15,Quality Issue,Approved,UPI,5113.28
901468,708056,2024-01-20,Quality Issue,Requested,original payment,275.91
901469,719994,2025-12-05,,approved,original payment,11791.4
901470,716096,2024-09-20,Wrong Item,Rejected,Store Credit,6113.55
901471,716538,2024-09-24,Not as Expected,Completed,UPI,983.78
901472,710478,2024-12-10,Duplicate Order,requested,Store Credit,3038.74
901473,702736,2024-12-28,Not as Expected,Rejected,Original Payment,22331.84
901474,705238,2025-11-17,Duplicate Order,Requested,UPI,1622.67
901475,709384,2025-01-20,Size Issue,requested,Original Payment,5130.08
901476,712525,2024-10-26,Changed Mind,,original payment,1079.74
901477,704382,2024-08-21,Changed Mind,approved,,726.82
901478,717779,2026-01-05,damaged,requested,UPI,3349.61
901479,712984,2024-05-27,,,Store Credit,1132.05
901480,704666,2024-10-18,damaged,,UPI,1662.25
901481,718008,2024-10-12,damaged,requested,,3203.45
901482,719078,2025-06-03,Quality Issue,Rejected,,14189.59
901483,708550,2025-08-15,size issue,,Store Credit,2450.98
901484,702123,2024-09-30,Changed Mind,Completed,UPI,1503.51
901485,711054,2026-01-01,Size Issue,Rejected,,1198.74
901486,712743,2025-02-09,Wrong Item,Completed,original payment,5503.91
901487,703886,2024-10-26,,Requested,UPI,1585.13
901488,719376,2025-03-29,,,UPI,1415.37
901489,701589,2025-11-22,,Requested,original payment,394.99
901490,708742,2024-07-20,Late Delivery,Rejected,Original Payment,15806.97
901491,714065,2025-07-29,Quality Issue,Rejected,,5969.36
901492,707371,2025-01-27,Wrong Item,Approved,Original Payment,16903.13
901493,707375,2024-04-02,Duplicate Order,Rejected,,4599.78
901494,718281,2024-11-20,Quality Issue,Completed,Store Credit,1752.88
901495,703666,2024-07-10,damaged,approved,original payment,2064.67
901496,701147,2025-07-23,Late Delivery,requested,UPI,4384.25
